"Indicator","GeoAreaName","Time_Detail","Value","Units","Source","SeriesDescription","SeriesCode"
"3.4.1","Israel",2005,15,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2010,10.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2010,8.2,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2010,12.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2015,9.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2015,7.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2015,11.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2019,8.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2019,6.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Israel",2019,10.9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2000,13.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2000,9.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2000,18.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2005,11.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2005,8.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2005,15.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2010,7.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2010,10.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2010,13.5,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2015,9.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2015,7.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2015,12.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2019,9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2019,6.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Italy",2019,11.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2000,32,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2000,28.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2000,22.9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2005,26.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2005,22,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2005,29.9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2010,26,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2010,23.2,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2010,28.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2015,23.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2015,20.9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2015,25.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2019,21.7,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2019,19.5,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Côte d'Ivoire",2019,23.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Jamaica",2000,18.2,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Jamaica",2000,18.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Jamaica",2000,18.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Jamaica",2005,14.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Jamaica",2005,14.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Jamaica",2005,13.9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Jamaica",2010,16.7,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Jamaica",2010,16.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
